frame,input.bJump,input.bJumped,input.Pitch,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
160,True,True,-1.000000,-1.000000,268.850006,-265.500000,197.580002,356.489990,-353.600006,-74.959999,-0.318362,-0.264829,0.022062,0.909959,4.627400,2.757400,1.110200
161,True,True,-1.000000,-1.000000,271.820007,-268.449982,196.909988,356.489990,-353.600006,-80.369995,-0.298805,-0.256386,0.025013,0.918888,4.646400,2.697600,1.176200
162,True,True,-1.000000,-1.000000,274.790009,-271.399994,196.199997,356.489990,-353.600006,-85.779999,-0.278952,-0.248116,0.028088,0.927273,4.665300,2.637300,1.236400
163,True,True,-1.000000,-1.000000,277.759979,-274.350006,195.440002,356.489990,-353.600006,-91.189995,-0.258819,-0.240013,0.031271,0.935109,4.684200,2.576900,1.291000
164,True,True,-1.000000,-1.000000,280.729980,-277.299988,194.629990,356.489990,-353.600006,-96.599998,-0.238427,-0.232072,0.034551,0.942391,4.703100,2.516600,1.340300
165,True,True,-1.000000,-1.000000,283.699982,-280.250000,193.779999,356.489990,-353.600006,-102.009995,-0.217791,-0.224292,0.037907,0.949117,4.721900,2.456700,1.384600
166,True,True,-1.000000,-1.000000,286.669983,-283.199982,192.879990,356.489990,-353.600006,-107.419998,-0.196935,-0.216664,0.041332,0.955283,4.740600,2.397500,1.424000
167,True,True,-1.000000,-1.000000,289.639984,-286.149994,191.940002,356.489990,-353.600006,-112.829994,-0.175868,-0.209187,0.044807,0.960887,4.759200,2.339100,1.458900
168,True,True,-1.000000,-1.000000,292.609985,-289.100006,190.949997,356.489990,-353.600006,-118.239998,-0.154613,-0.201855,0.048324,0.965927,4.777500,2.281700,1.489400
169,True,True,-1.000000,-1.000000,295.579987,-292.049988,189.919998,356.489990,-353.600006,-123.649994,-0.133190,-0.194664,0.051874,0.970400,4.795700,2.225500,1.515900
170,True,True,-1.000000,-1.000000,298.549988,-295.000000,188.839996,356.489990,-353.600006,-129.059998,-0.111611,-0.187613,0.055440,0.974305,4.813600,2.170500,1.538500
171,True,True,-1.000000,-1.000000,301.519989,-297.949982,187.720001,356.489990,-353.600006,-134.470001,-0.089891,-0.180691,0.059017,0.977644,4.831300,2.117000,1.557500
172,True,True,-1.000000,-1.000000,304.489990,-300.899994,186.550003,356.489990,-353.600006,-139.879990,-0.068053,-0.173899,0.062593,0.980413,4.848700,2.065000,1.573100
173,True,True,-1.000000,-1.000000,307.459991,-303.850006,185.339996,356.489990,-353.600006,-145.289993,-0.046107,-0.167226,0.066159,0.982615,4.865800,2.014600,1.585600
174,True,True,-1.000000,-1.000000,310.429993,-306.799988,184.080002,356.489990,-353.600006,-150.699997,-0.024074,-0.160671,0.069709,0.984249,4.882600,1.965900,1.595100
175,True,True,-1.000000,-1.000000,313.399994,-309.750000,182.779999,356.489990,-353.600006,-156.110001,-0.001966,-0.154230,0.073232,0.985315,4.899100,1.919000,1.601900
176,True,True,-1.000000,-1.000000,316.369995,-312.699982,181.429993,356.489990,-353.600006,-161.519989,0.020201,-0.147902,0.076722,0.985815,4.915100,1.873800,1.606100
177,True,True,-1.000000,-1.000000,319.339996,-315.649994,180.039993,356.489990,-353.600006,-166.929993,0.042406,-0.141676,0.080175,0.985749,4.930800,1.830500,1.608000
178,True,True,-1.000000,-1.000000,322.309998,-318.600006,178.599991,356.489990,-353.600006,-172.339996,0.064643,-0.135553,0.083579,0.985120,4.946100,1.789000,1.607700
179,True,True,-1.000000,-1.000000,325.279999,-321.549988,177.119995,356.489990,-353.600006,-177.750000,0.086892,-0.129527,0.086929,0.983929,4.961000,1.749400,1.605500
180,True,True,-1.000000,-1.000000,328.250000,-324.500000,175.589996,356.489990,-353.600006,-183.159988,0.109134,-0.123593,0.090226,0.982178,4.975400,1.711600,1.601500
181,True,True,-1.000000,-1.000000,331.220001,-327.449982,174.019989,356.489990,-353.600006,-188.569992,0.131361,-0.117750,0.093457,0.979870,4.989400,1.675700,1.595800
182,True,True,-1.000000,-1.000000,334.190002,-330.399994,172.399994,356.489990,-353.600006,-193.979996,0.153555,-0.111994,0.096618,0.977007,5.003000,1.641700,1.588700
183,True,True,-1.000000,-1.000000,337.160004,-333.350006,170.739990,356.489990,-353.600006,-199.389999,0.175706,-0.106318,0.099710,0.973592,5.016100,1.609500,1.580200
184,True,True,-1.000000,-1.000000,340.130005,-336.299988,169.029999,356.489990,-353.600006,-204.799988,0.197798,-0.100724,0.102725,0.969628,5.028800,1.579200,1.570500
185,True,True,-1.000000,-1.000000,343.100006,-339.250000,167.279999,356.489990,-353.600006,-210.209991,0.219815,-0.095205,0.105660,0.965118,5.041000,1.550600,1.559800
186,True,True,-1.000000,-1.000000,346.070007,-342.199982,165.479996,356.489990,-353.600006,-215.619995,0.241690,-0.089271,0.108617,0.960114,5.007700,1.624300,1.591700
187,True,True,-1.000000,-1.000000,349.039978,-345.149994,163.639999,356.489990,-353.600006,-221.029999,0.263345,-0.082948,0.111600,0.954628,4.973400,1.694200,1.626000
188,True,True,-1.000000,-1.000000,352.009979,-348.100006,161.750000,356.489990,-353.600006,-226.440002,0.284763,-0.076253,0.114610,0.948662,4.938300,1.760200,1.662500
189,True,True,-1.000000,-1.000000,354.979980,-351.049988,159.819992,356.489990,-353.600006,-231.849991,0.305932,-0.069202,0.117647,0.942218,4.902600,1.822200,1.701000
190,True,True,-1.000000,-1.000000,357.949982,-354.000000,157.839996,356.489990,-353.600006,-237.259995,0.326837,-0.061806,0.120717,0.935299,4.866400,1.880300,1.741200
191,True,True,-1.000000,-1.000000,360.919983,-356.949982,155.819992,356.489990,-353.600006,-242.669998,0.347461,-0.054080,0.123825,0.927908,4.829900,1.934400,1.783000
192,True,True,-1.000000,-1.000000,363.889984,-359.899994,153.750000,356.489990,-353.600006,-248.080002,0.367794,-0.046042,0.126970,0.920047,4.793300,1.984500,1.826100
193,True,True,-1.000000,-1.000000,366.859985,-362.850006,151.639999,356.489990,-353.600006,-253.489990,0.387820,-0.037707,0.130153,0.911720,4.756800,2.030700,1.870400
194,True,True,-1.000000,-1.000000,369.829987,-365.799988,149.479996,356.489990,-353.600006,-258.899994,0.407527,-0.029086,0.133379,0.902932,4.720400,2.073000,1.915600
195,True,True,-1.000000,-1.000000,372.799988,-368.750000,147.279999,356.489990,-353.600006,-264.309998,0.426905,-0.020201,0.136648,0.893684,4.684400,2.111400,1.961600
196,True,True,-1.000000,-1.000000,375.769989,-371.699982,145.029999,356.489990,-353.600006,-269.720001,0.445944,-0.011062,0.139960,0.883981,4.648800,2.146000,2.008100
197,True,True,-1.000000,-1.000000,378.739990,-374.649994,142.739990,356.489990,-353.600006,-275.130005,0.464626,-0.001691,0.143316,0.873831,4.613800,2.177000,2.055000
198,True,True,-1.000000,-1.000000,381.709991,-377.600006,140.399994,356.489990,-353.600006,-280.540009,0.482947,0.007901,0.146715,0.863235,4.579400,2.204400,2.102100
199,True,True,-1.000000,-1.000000,384.679993,-380.549988,138.020004,356.489990,-353.600006,-285.949982,0.500895,0.017698,0.150157,0.852199,4.545800,2.228300,2.149200
200,True,True,-1.000000,-1.000000,387.649994,-383.500000,135.589996,356.489990,-353.600006,-291.359985,0.518466,0.027684,0.153642,0.840726,4.513200,2.248900,2.196200
201,True,True,-1.000000,-1.000000,390.619995,-386.449982,133.119995,356.489990,-353.600006,-296.769989,0.535643,0.037842,0.157165,0.828827,4.481400,2.266200,2.242800
202,True,True,-1.000000,-1.000000,393.589996,-389.399994,130.599991,356.489990,-353.600006,-302.179993,0.552421,0.048162,0.160730,0.816503,4.450800,2.280400,2.289000
203,True,True,-1.000000,-1.000000,396.559998,-392.350006,128.039993,356.489990,-353.600006,-307.589996,0.568794,0.058623,0.164334,0.803760,4.421200,2.291600,2.334600
204,True,True,-1.000000,-1.000000,399.529999,-395.299988,125.430000,356.489990,-353.600006,-313.000000,0.584752,0.069213,0.167976,0.790606,4.392800,2.300000,2.379500
205,True,True,-1.000000,-1.000000,402.500000,-398.250000,122.779999,356.489990,-353.600006,-318.410004,0.600289,0.079916,0.171650,0.777047,4.365600,2.305800,2.423600
206,True,True,-1.000000,-1.000000,405.470001,-401.199982,120.079994,356.489990,-353.600006,-323.820007,0.615400,0.090717,0.175356,0.763088,4.339600,2.309000,2.466800
207,True,True,-1.000000,-1.000000,408.440002,-404.149994,117.339996,356.489990,-353.600006,-329.229980,0.630080,0.101603,0.179094,0.748733,4.314900,2.309900,2.509000
208,True,True,-1.000000,-1.000000,411.410004,-407.100006,114.549995,356.489990,-353.600006,-334.639984,0.644316,0.112560,0.182855,0.733996,4.291500,2.308500,2.550100
209,True,True,-1.000000,-1.000000,414.380005,-410.049988,111.720001,356.489990,-353.600006,-340.049988,0.658106,0.123571,0.186642,0.718882,4.269400,2.305100,2.590000
210,True,True,-1.000000,-1.000000,417.349976,-413.000000,108.839996,356.489990,-353.600006,-345.459991,0.671447,0.134625,0.190451,0.703394,4.248600,2.299700,2.628600
211,True,True,-1.000000,-1.000000,420.319977,-415.949982,105.919998,356.489990,-353.600006,-350.869995,0.684330,0.145711,0.194275,0.687545,4.229200,2.292600,2.665900
212,True,True,-1.000000,-1.000000,423.289978,-418.899994,102.949997,356.489990,-353.600006,-356.279999,0.696754,0.156808,0.198111,0.671339,4.211000,2.283900,2.701900
213,True,True,-1.000000,-1.000000,426.259979,-421.849976,99.939995,356.489990,-353.600006,-361.690002,0.708711,0.167911,0.201958,0.654788,4.194200,2.273700,2.736500
214,True,True,-1.000000,-1.000000,429.229980,-424.799988,96.879997,356.489990,-353.600006,-367.100006,0.720200,0.179003,0.205810,0.637897,4.178600,2.262200,2.769700
215,True,True,-1.000000,-1.000000,432.199982,-427.750000,93.779999,356.489990,-353.600006,-372.509979,0.731219,0.190073,0.209661,0.620671,4.164300,2.249500,2.801400
216,True,True,-1.000000,-1.000000,435.169983,-430.699982,90.629997,356.489990,-353.600006,-377.919983,0.741759,0.201111,0.213508,0.603127,4.151200,2.235700,2.831700
217,True,True,-1.000000,-1.000000,438.139984,-433.649994,87.439995,356.489990,-353.600006,-383.329987,0.751819,0.212100,0.217349,0.585270,4.139300,2.221000,2.860500
218,True,True,-1.000000,-1.000000,441.109985,-436.599976,84.199997,356.489990,-353.600006,-388.739990,0.761397,0.223035,0.221179,0.567106,4.128600,2.205500,2.887800
219,True,True,-1.000000,-1.000000,444.079987,-439.549988,80.919998,356.489990,-353.600006,-394.149994,0.770492,0.233900,0.224994,0.548645,4.119000,2.189300,2.913700
220,True,True,-1.000000,-1.000000,447.049988,-442.500000,77.589996,356.489990,-353.600006,-399.559998,0.779097,0.244690,0.228786,0.529898,4.110500,2.172600,2.938100
221,True,True,-1.000000,-1.000000,450.019989,-445.449982,74.220001,356.489990,-353.600006,-404.970001,0.787210,0.255388,0.232557,0.510876,4.103100,2.155400,2.961100
222,True,True,-1.000000,-1.000000,452.989990,-448.399994,70.799995,356.489990,-353.600006,-410.380005,0.794835,0.265983,0.236296,0.491584,4.096600,2.137800,2.982700
223,True,True,-1.000000,-1.000000,455.959991,-451.349976,67.339996,356.489990,-353.600006,-415.789978,0.801962,0.276471,0.240002,0.472038,4.091100,2.120000,3.002900
224,True,True,-1.000000,-1.000000,458.929993,-454.299988,63.829998,356.489990,-353.600006,-421.199982,0.808593,0.286840,0.243670,0.452245,4.086500,2.102000,3.021700
225,True,True,-1.000000,-1.000000,461.899994,-457.250000,60.270000,356.489990,-353.600006,-426.609985,0.814727,0.297079,0.247296,0.432214,4.082800,2.083900,3.039200
226,True,True,-1.000000,-1.000000,464.869995,-460.199982,56.669998,356.489990,-353.600006,-432.019989,0.820364,0.307178,0.250872,0.411956,4.079900,2.065800,3.055400
227,True,True,-1.000000,-1.000000,467.529999,-462.959991,56.149998,319.019989,-330.799988,-129.349991,0.829190,0.327662,0.219782,0.395950,0.347500,5.441700,0.718600
228,True,True,-1.000000,-1.000000,470.190002,-465.720001,55.029999,319.009979,-330.799988,-134.759995,0.833761,0.338862,0.202815,0.385851,0.514300,5.419800,0.781200
229,True,True,-1.000000,-1.000000,472.849976,-468.479980,53.860001,319.000000,-330.799988,-140.169998,0.838054,0.349894,0.186145,0.374953,0.678200,5.393600,0.835400
230,True,True,-1.000000,-1.000000,475.509979,-471.239990,52.649998,318.989990,-330.799988,-145.580002,0.842061,0.360732,0.169783,0.363290,0.839000,5.363600,0.881600
231,True,True,-1.000000,-1.000000,478.169983,-474.000000,51.389999,318.989990,-330.799988,-150.989990,0.845777,0.371355,0.153739,0.350887,0.996400,5.330100,0.920100
232,True,True,-1.000000,-1.000000,480.829987,-476.759979,50.090000,318.989990,-330.799988,-156.399994,0.849195,0.381740,0.138018,0.337778,1.150300,5.293500,0.951200
233,True,True,-1.000000,-1.000000,483.489990,-479.479980,49.549999,319.269989,-326.859985,-76.949997,0.856142,0.389579,0.134663,0.311634,4.277700,3.219800,1.258300
234,True,True,-1.000000,-1.000000,486.149994,-482.199982,48.860001,319.259979,-326.850006,-82.360001,0.861318,0.395918,0.131917,0.289791,4.306500,3.169600,1.287200
235,True,True,-1.000000,-1.000000,488.809998,-484.919983,48.129997,319.250000,-326.850006,-87.769997,0.865984,0.402057,0.129360,0.267747,4.335100,3.119800,1.312600
236,True,True,-1.000000,-1.000000,491.419983,-487.599976,47.559998,313.509979,-321.889984,-67.909996,0.871531,0.408396,0.121596,0.242613,3.845400,3.832000,0.882100
237,True,True,-1.000000,-1.000000,494.029999,-490.279999,46.950001,313.500000,-321.880005,-73.320000,0.875682,0.413548,0.115290,0.221061,3.897900,3.771400,0.912400
238,True,True,-1.000000,-1.000000,496.639984,-492.959991,46.289997,313.500000,-321.880005,-78.729996,0.879329,0.418484,0.109264,0.199282,3.949500,3.710800,0.938400
239,True,True,-1.000000,-1.000000,499.250000,-495.639984,45.590000,313.500000,-321.880005,-84.139999,0.882472,0.423199,0.103508,0.177293,4.000300,3.650400,0.960100
240,True,True,-1.000000,-1.000000,501.859985,-498.319977,44.840000,313.500000,-321.880005,-89.549995,0.885110,0.427682,0.098021,0.155114,4.050000,3.590400,0.977700
241,True,True,-1.000000,-1.000000,504.470001,-501.000000,44.049999,313.500000,-321.880005,-94.959999,0.887243,0.431928,0.092799,0.132764,4.098600,3.531000,0.991300
242,True,True,-1.000000,-1.000000,507.079987,-503.679993,43.209999,313.500000,-321.880005,-100.369995,0.888876,0.435920,0.087841,0.110257,4.146000,3.472400,1.001000
243,True,True,-1.000000,-1.000000,509.690002,-506.359985,42.329998,313.500000,-321.880005,-105.779999,0.890009,0.439653,0.083142,0.087615,4.192200,3.414800,1.007000
244,True,True,-1.000000,-1.000000,512.299988,-509.039978,41.410000,313.419983,-321.789978,-110.809998,0.890659,0.443117,0.078600,0.064778,4.226800,3.373000,1.003200
245,True,True,-1.000000,-1.000000,514.909973,-511.720001,40.450001,313.309998,-321.679993,-115.720001,0.890829,0.446284,0.074198,0.041829,4.257200,3.337100,0.994700
246,True,True,-1.000000,-1.000000,517.519958,-514.399963,39.450001,313.190002,-321.559998,-120.579994,0.890518,0.449148,0.069930,0.018798,4.285200,3.304600,0.983100
247,True,True,-1.000000,-1.000000,520.130005,-517.080017,38.399998,313.059998,-321.429993,-125.409996,0.889734,0.451695,0.065782,-0.004297,4.311100,3.274900,0.968800
248,True,True,-1.000000,-1.000000,522.739990,-519.760010,37.309998,312.929993,-321.289978,-130.209991,0.888476,0.453923,0.061741,-0.027435,4.335200,3.247900,0.952100
249,True,True,-1.000000,-1.000000,525.349976,-522.440002,36.189999,312.789978,-321.149994,-134.979996,0.886749,0.455822,0.057803,-0.050606,4.357300,3.223700,0.933300
250,True,True,-1.000000,-1.000000,527.679993,-524.950012,36.290001,279.630005,-301.509979,-11.940000,0.888589,0.453874,0.050482,-0.043123,-2.241400,0.862300,-0.617400
251,True,True,-1.000000,-1.000000,530.010010,-527.459961,36.149998,279.630005,-301.500000,-17.350000,0.890197,0.451975,0.042886,-0.037804,-1.955200,1.079000,-0.566200
252,True,True,-1.000000,-1.000000,532.339966,-529.969971,35.959999,279.630005,-301.500000,-22.760000,0.891638,0.450114,0.035047,-0.033915,-1.675700,1.284000,-0.522800
253,True,True,-1.000000,-1.000000,534.669983,-532.479980,35.730000,279.630005,-301.500000,-28.170000,0.892931,0.448285,0.026993,-0.031401,-1.402700,1.477700,-0.486700
254,True,True,-1.000000,-1.000000,537.000000,-534.989990,35.450001,279.630005,-301.500000,-33.579998,0.894087,0.446478,0.018750,-0.030224,-1.136100,1.660500,-0.457300
255,True,True,-1.000000,-1.000000,539.330017,-537.500000,35.130001,279.630005,-301.500000,-38.989998,0.895115,0.444681,0.010345,-0.030338,-0.875900,1.832800,-0.434200
256,True,True,-1.000000,-1.000000,541.659973,-540.010010,34.759998,279.630005,-301.500000,-44.399998,0.896016,0.442885,0.001805,-0.031697,-0.621800,1.994900,-0.417100
257,True,True,-1.000000,-1.000000,543.989990,-542.519958,34.340000,279.630005,-301.500000,-49.809998,0.896791,0.441072,-0.006849,-0.034260,-0.373800,2.147200,-0.405500
258,True,True,-1.000000,-1.000000,546.320007,-545.029968,33.880001,279.630005,-301.500000,-55.219997,0.897437,0.439227,-0.015594,-0.037988,-0.131800,2.290100,-0.399200
259,True,True,-1.000000,-1.000000,548.649963,-547.539978,33.369999,279.630005,-301.500000,-60.629997,0.897944,0.437339,-0.024403,-0.042838,0.104300,2.424000,-0.397900
260,True,True,-1.000000,-1.000000,550.909973,-549.950012,33.219997,271.619995,-289.320007,-17.480000,0.897523,0.438181,-0.020088,-0.045233,0.978500,-0.684300,0.167300
261,True,True,-1.000000,-1.000000,553.119995,-552.309998,33.279999,264.809998,-283.619995,6.660000,0.897752,0.438116,-0.017315,-0.042390,-0.323200,-0.896900,-0.054100
262,True,True,-1.000000,-1.000000,555.330017,-554.669983,33.290001,264.809998,-283.619995,1.240000,0.897913,0.438002,-0.014801,-0.041068,-0.022600,-0.680100,-0.061000
263,True,True,-1.000000,-1.000000,557.529968,-557.019958,33.299999,263.699982,-282.519989,1.000000,0.898130,0.437717,-0.012740,-0.040043,-0.007400,-0.549600,-0.101300
264,True,True,-1.000000,-1.000000,559.719971,-559.359985,33.309998,262.579987,-281.369995,0.910000,0.898410,0.437258,-0.011127,-0.039261,-0.003100,-0.426100,-0.140800
265,True,True,-1.000000,-1.000000,561.899963,-561.700012,33.320000,261.470001,-280.220001,0.790000,0.898749,0.436638,-0.009951,-0.038711,0.000000,-0.306500,-0.178400
266,True,True,-1.000000,-1.000000,564.070007,-564.029968,33.329998,260.380005,-279.059998,0.650000,0.899146,0.435866,-0.009201,-0.038381,0.002200,-0.190400,-0.214400
267,True,True,-1.000000,-1.000000,566.229980,-566.349976,33.329998,259.309998,-277.889984,0.480000,0.899601,0.434944,-0.008861,-0.038268,0.004000,-0.077400,-0.249000
268,True,True,-1.000000,-1.000000,568.380005,-568.659973,33.329998,258.259979,-276.720001,0.280000,0.900109,0.433881,-0.008931,-0.038360,0.005500,0.032700,-0.282300
269,True,True,-1.000000,-1.000000,570.519958,-570.959961,33.329998,257.229980,-275.540009,0.050000,0.900671,0.432678,-0.009395,-0.038651,0.007000,0.140300,-0.314600
270,True,True,-1.000000,-1.000000,572.659973,-573.250000,33.329998,256.220001,-274.359985,-0.200000,0.901282,0.431340,-0.010247,-0.039142,0.008500,0.245600,-0.346000
271,True,True,-1.000000,-1.000000,574.789978,-575.529968,33.329998,255.229996,-273.169983,-0.490000,0.901940,0.429867,-0.011477,-0.039827,0.010500,0.349000,-0.376600
272,True,True,-1.000000,-1.000000,576.909973,-577.799988,33.320000,254.259995,-271.979980,-0.810000,0.902641,0.428265,-0.013080,-0.040701,0.013000,0.450700,-0.406700
273,True,True,-1.000000,-1.000000,579.019958,-580.059998,33.309998,253.309998,-270.790009,-1.160000,0.903384,0.426528,-0.015049,-0.041769,0.016200,0.550900,-0.436300
274,True,True,-1.000000,-1.000000,581.119995,-582.309998,33.299999,252.379990,-269.589996,-1.550000,0.904162,0.424661,-0.017379,-0.043032,0.020300,0.649800,-0.465600
275,True,True,-1.000000,-1.000000,583.219971,-584.549988,33.279999,251.470001,-268.389984,-1.970000,0.904974,0.422660,-0.020061,-0.044488,0.025300,0.747600,-0.494800
276,True,True,-1.000000,-1.000000,585.309998,-586.779968,33.259998,250.580002,-267.190002,-2.430000,0.905811,0.420529,-0.023093,-0.046139,0.031600,0.844500,-0.524000
277,True,True,-1.000000,-1.000000,587.380005,-588.979980,33.320000,247.839996,-263.729980,6.850000,0.906348,0.419207,-0.022337,-0.047957,0.457900,0.030800,-0.360600
278,True,True,-1.000000,-1.000000,589.450012,-591.179993,33.329998,247.839996,-263.720001,1.430000,0.906818,0.417847,-0.021722,-0.051113,0.735600,0.197300,-0.366500
279,True,True,-1.000000,-1.000000,591.479980,-593.339966,33.450001,244.069992,-259.649994,14.490000,0.907653,0.415959,-0.022148,-0.051518,0.025300,0.152000,-0.491000
280,True,True,-1.000000,-1.000000,593.510010,-595.500000,33.540001,243.669998,-259.160004,11.150000,0.908457,0.413996,-0.022828,-0.052834,0.199000,0.299200,-0.506400
281,True,True,-1.000000,-1.000000,595.529968,-597.649963,33.630001,242.699997,-257.959991,10.840000,0.909300,0.411881,-0.023891,-0.054372,0.207700,0.407200,-0.540300
282,True,True,-1.000000,-1.000000,597.539978,-599.789978,33.719997,241.750000,-256.759979,10.500000,0.910180,0.409610,-0.025331,-0.056136,0.217300,0.513500,-0.573500
283,True,True,-1.000000,-1.000000,599.549988,-601.919983,33.809998,240.610001,-255.389999,11.000000,0.910892,0.407651,-0.025342,-0.058763,0.551500,0.283300,-0.512900
284,True,True,-1.000000,-1.000000,601.539978,-604.029968,33.959999,238.279999,-252.679993,17.469999,0.911808,0.405348,-0.026097,-0.060155,0.202900,0.327700,-0.591600
285,True,True,-1.000000,-1.000000,603.519958,-606.130005,34.090000,237.610001,-251.839996,15.610000,0.912721,0.402920,-0.027160,-0.062119,0.298100,0.452400,-0.616500
286,True,True,-1.000000,-1.000000,605.489990,-608.219971,34.219997,236.669998,-250.629990,15.259999,0.913661,0.400336,-0.028601,-0.064320,0.311600,0.560000,-0.650300
287,True,True,-1.000000,-1.000000,607.450012,-610.299988,34.349998,235.669998,-249.419998,15.040000,0.914439,0.398027,-0.028795,-0.067433,0.636100,0.372500,-0.599600
288,True,True,-1.000000,-1.000000,609.390015,-612.359985,34.529999,233.360001,-246.679993,21.539999,0.915425,0.395351,-0.029761,-0.069348,0.293800,0.430900,-0.678500
289,True,True,-1.000000,-1.000000,611.329956,-614.409973,34.689999,232.709991,-245.839996,19.650000,0.916395,0.392551,-0.031018,-0.071845,0.392900,0.553100,-0.703800
290,True,True,-1.000000,-1.000000,613.260010,-616.450012,34.840000,231.979996,-244.959991,18.000000,0.917211,0.389945,-0.031401,-0.075363,0.703600,0.454000,-0.669900
291,True,True,-1.000000,-1.000000,615.169983,-618.469971,35.040001,229.699997,-242.209991,24.459999,0.918236,0.386962,-0.032566,-0.077731,0.371200,0.524800,-0.748600
292,True,True,-1.000000,-1.000000,617.079956,-620.479980,35.230000,229.059998,-241.360001,22.559999,0.919235,0.383849,-0.034017,-0.080682,0.472900,0.644700,-0.774300
293,True,True,-1.000000,-1.000000,618.979980,-622.479980,35.410000,228.239990,-240.360001,21.430000,0.920066,0.380963,-0.034459,-0.084610,0.785700,0.508500,-0.736900
294,True,True,-1.000000,-1.000000,620.859985,-624.459961,35.639999,225.959991,-237.580002,27.969999,0.921106,0.377683,-0.035716,-0.087431,0.459600,0.593800,-0.816800
295,True,True,-1.000000,-1.000000,622.739990,-626.429993,35.860001,225.330002,-236.729996,26.039999,0.922108,0.374268,-0.037254,-0.090846,0.565800,0.712200,-0.843300
296,True,True,-1.000000,-1.000000,624.609985,-628.390015,36.070000,224.529999,-235.729996,24.869999,0.922934,0.371074,-0.037788,-0.095232,0.876200,0.574000,-0.808600
297,True,True,-1.000000,-1.000000,626.459961,-630.329956,36.329998,222.250000,-232.929993,31.449999,0.923967,0.367471,-0.039169,-0.098571,0.560200,0.675700,-0.889600
298,True,True,-1.000000,-1.000000,628.309998,-632.260010,36.579998,221.629990,-232.089996,29.480000,0.924952,0.363716,-0.040814,-0.102515,0.671200,0.792100,-0.917100
299,True,True,-1.000000,-1.000000,630.149963,-634.190002,36.820000,220.809998,-231.049988,28.469999,0.925747,0.360198,-0.041397,-0.107403,0.980600,0.640200,-0.883700
300,True,True,-1.000000,-1.000000,631.969971,-636.089966,37.130001,218.519989,-228.239990,35.110001,0.926755,0.356239,-0.042897,-0.111260,0.676300,0.760300,-0.966400
301,True,True,-1.000000,-1.000000,633.779968,-637.979980,37.450001,217.279999,-226.589996,36.549999,0.927688,0.352311,-0.043927,-0.115511,0.796900,0.695300,-0.969200
302,True,True,-1.000000,-1.000000,635.589966,-639.869995,37.719997,217.139999,-226.419998,31.859999,0.928438,0.348373,-0.044796,-0.120965,1.079000,0.758600,-0.973500
303,True,True,-1.000000,-1.000000,637.380005,-641.729980,38.070000,214.979996,-223.720001,37.930000,0.929377,0.343992,-0.046560,-0.125540,0.818400,0.895300,-1.053300
304,True,True,-1.000000,-1.000000,639.159973,-643.579956,38.439999,213.479996,-221.690002,40.899998,0.930231,0.339704,-0.047601,-0.130406,0.935900,0.764700,-1.049600
305,True,True,-1.000000,-1.000000,640.929993,-645.419983,38.779999,212.569992,-220.500000,40.439999,0.931041,0.335183,-0.049042,-0.135682,0.987600,0.884800,-1.091200
306,True,True,-1.000000,-1.000000,642.690002,-647.239990,39.160000,211.069992,-218.519989,43.279999,0.931811,0.330602,-0.050212,-0.141099,1.041700,0.845100,-1.110400
307,True,True,-1.000000,-1.000000,644.450012,-649.059998,39.489998,210.929993,-218.349991,38.579998,0.932361,0.326001,-0.051183,-0.147670,1.319200,0.891400,-1.118800
308,True,True,-1.000000,-1.000000,646.190002,-650.859985,39.889999,208.779999,-215.750000,44.360001,0.933067,0.320908,-0.053082,-0.153577,1.104300,1.060100,-1.200500
309,True,True,-1.000000,-1.000000,647.919983,-652.640015,40.320000,207.159988,-213.529999,48.070000,0.933665,0.315918,-0.054199,-0.159776,1.225600,0.915900,-1.200400
310,True,True,-1.000000,-1.000000,649.649963,-654.419983,40.680000,207.119995,-213.479996,42.829998,0.934014,0.310857,-0.055213,-0.167145,1.495400,0.980200,-1.216500
311,True,True,-1.000000,-1.000000,651.359985,-656.179993,41.110001,205.000000,-211.039993,48.169998,0.934479,0.305285,-0.057161,-0.174018,1.322500,1.166500,-1.298500
312,True,True,-1.000000,-1.000000,653.049988,-657.919983,41.579998,203.279999,-208.709991,52.399998,0.934817,0.299814,-0.058294,-0.181193,1.447900,1.018200,-1.302000
313,True,True,-1.000000,-1.000000,654.739990,-659.659973,41.980000,203.269989,-208.699997,47.009998,0.934872,0.294252,-0.059324,-0.189501,1.710700,1.077000,-1.322800
314,True,True,-1.000000,-1.000000,656.419983,-661.380005,42.439999,201.149994,-206.500000,51.770000,0.934990,0.288145,-0.061277,-0.197512,1.584800,1.278100,-1.404900
315,True,True,-1.000000,-1.000000,658.079956,-663.079956,42.950001,199.289993,-204.080002,56.489998,0.934948,0.282141,-0.062399,-0.205853,1.718700,1.129800,-1.412800
316,True,True,-1.000000,-1.000000,659.739990,-664.779968,43.389999,199.289993,-204.069992,51.070000,0.934584,0.276028,-0.063392,-0.215272,1.973300,1.175400,-1.438000
317,True,True,-1.000000,-1.000000,661.380005,-666.469971,43.869999,197.139999,-202.279999,54.939999,0.934207,0.269355,-0.065253,-0.224605,1.900200,1.384100,-1.518500
