frame,input.bJump,input.bJumped,input.Yaw,input.Roll,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
163,False,False,0.000000,0.000000,3.410000,0.000000,195.440002,2.960000,0.000000,-91.189995,-0.032350,0.008548,-0.014526,0.999334,-0.006600,0.000000,-0.014800
164,False,False,0.000000,0.000000,3.430000,0.000000,194.629990,2.960000,0.000000,-96.599998,-0.032377,0.008548,-0.014585,0.999333,-0.006300,0.000000,-0.014500
165,False,False,0.000000,0.000000,3.450000,0.000000,193.779999,2.960000,0.000000,-102.009995,-0.032404,0.008548,-0.014644,0.999331,-0.006000,0.000000,-0.014200
166,False,False,0.000000,0.000000,3.470000,0.000000,192.879990,2.960000,0.000000,-107.419998,-0.032426,0.008548,-0.014704,0.999329,-0.005700,0.000000,-0.013900
167,False,False,0.000000,0.000000,3.490000,0.000000,191.940002,2.960000,0.000000,-112.829994,-0.032447,0.008548,-0.014763,0.999328,-0.005400,0.000000,-0.013600
168,False,False,0.000000,0.000000,3.510000,0.000000,190.949997,2.960000,0.000000,-118.239998,-0.032469,0.008548,-0.014817,0.999326,-0.005100,0.000000,-0.013300
169,False,False,0.000000,0.000000,3.530000,0.000000,189.919998,2.960000,0.000000,-123.649994,-0.032490,0.008548,-0.014871,0.999325,-0.004900,0.000000,-0.013000
170,False,False,0.000000,0.000000,3.550000,0.000000,188.839996,2.960000,0.000000,-129.059998,-0.032512,0.008548,-0.014925,0.999323,-0.004700,0.000000,-0.012700
171,False,False,0.000000,0.000000,3.570000,0.000000,187.720001,2.960000,0.000000,-134.470001,-0.032528,0.008548,-0.014979,0.999322,-0.004500,0.000000,-0.012400
172,False,False,0.000000,0.000000,3.590000,0.000000,186.550003,2.960000,0.000000,-139.879990,-0.032544,0.008548,-0.015027,0.999321,-0.004300,0.000000,-0.012200
173,False,False,0.000000,0.000000,3.610000,0.000000,185.339996,2.960000,0.000000,-145.289993,-0.032560,0.008548,-0.015076,0.999319,-0.004100,0.000000,-0.012000
174,False,False,0.000000,0.000000,3.630000,0.000000,184.080002,2.960000,0.000000,-150.699997,-0.032577,0.008548,-0.015124,0.999318,-0.003900,0.000000,-0.011800
175,False,False,0.000000,0.000000,3.650000,0.000000,182.779999,2.960000,0.000000,-156.110001,-0.032593,0.008548,-0.015173,0.999317,-0.003700,0.000000,-0.011600
176,False,False,0.000000,0.000000,3.670000,0.000000,181.429993,2.960000,0.000000,-161.519989,-0.032609,0.008548,-0.015221,0.999316,-0.003500,0.000000,-0.011400
177,False,False,0.000000,0.000000,3.690000,0.000000,180.039993,2.960000,0.000000,-166.929993,-0.032625,0.008548,-0.015270,0.999314,-0.003300,0.000000,-0.011200
178,False,False,0.000000,0.000000,3.710000,0.000000,178.599991,2.960000,0.000000,-172.339996,-0.032636,0.008548,-0.015319,0.999313,-0.003100,0.000000,-0.011000
179,False,False,0.000000,0.000000,3.730000,0.000000,177.119995,2.960000,0.000000,-177.750000,-0.032647,0.008548,-0.015362,0.999312,-0.002900,0.000000,-0.010800
180,False,False,0.000000,0.000000,3.750000,0.000000,175.589996,2.960000,0.000000,-183.159988,-0.032658,0.008548,-0.015405,0.999311,-0.002700,0.000000,-0.010600
181,False,False,0.000000,0.000000,3.770000,0.000000,174.019989,2.960000,0.000000,-188.569992,-0.032668,0.008548,-0.015448,0.999310,-0.002500,0.000000,-0.010400
182,False,False,0.000000,0.000000,3.790000,0.000000,172.399994,2.960000,0.000000,-193.979996,-0.032679,0.008548,-0.015491,0.999309,-0.002400,0.000000,-0.010200
183,False,False,0.000000,0.000000,3.810000,0.000000,170.739990,2.960000,0.000000,-199.389999,-0.032690,0.008548,-0.015534,0.999308,-0.002300,0.000000,-0.010000
184,False,False,0.000000,0.000000,3.830000,0.000000,169.029999,2.960000,0.000000,-204.799988,-0.032701,0.008548,-0.015578,0.999307,-0.002200,0.000000,-0.009800
185,False,False,0.000000,0.000000,3.850000,0.000000,167.279999,2.960000,0.000000,-210.209991,-0.032711,0.008548,-0.015615,0.999306,-0.002100,0.000000,-0.009600
186,False,False,0.000000,0.000000,3.870000,0.000000,165.479996,2.960000,0.000000,-215.619995,-0.032717,0.008548,-0.015653,0.999305,-0.002000,0.000000,-0.009400
187,False,False,0.000000,0.000000,3.890000,0.000000,163.639999,2.960000,0.000000,-221.029999,-0.032722,0.008548,-0.015691,0.999305,-0.001900,0.000000,-0.009200
188,False,False,0.000000,0.000000,3.910000,0.000000,161.750000,2.960000,0.000000,-226.440002,-0.032728,0.008548,-0.015729,0.999304,-0.001800,0.000000,-0.009000
189,False,False,0.000000,0.000000,3.930000,0.000000,159.819992,2.960000,0.000000,-231.849991,-0.032733,0.008548,-0.015766,0.999303,-0.001700,0.000000,-0.008800
190,False,False,0.000000,0.000000,3.950000,0.000000,157.839996,2.960000,0.000000,-237.259995,-0.032738,0.008548,-0.015804,0.999302,-0.001600,0.000000,-0.008600
191,False,False,0.000000,0.000000,3.970000,0.000000,155.819992,2.960000,0.000000,-242.669998,-0.032744,0.008548,-0.015842,0.999302,-0.001500,0.000000,-0.008400
192,False,False,0.000000,0.000000,3.990000,0.000000,153.750000,2.960000,0.000000,-248.080002,-0.032749,0.008548,-0.015874,0.999301,-0.001400,0.000000,-0.008200
193,False,False,0.000000,0.000000,4.010000,0.000000,151.639999,2.960000,0.000000,-253.489990,-0.032755,0.008548,-0.015907,0.999300,-0.001300,0.000000,-0.008000
194,False,False,0.000000,0.000000,4.030000,0.000000,149.479996,2.960000,0.000000,-258.899994,-0.032760,0.008548,-0.015939,0.999300,-0.001200,0.000000,-0.007800
195,False,False,0.000000,0.000000,4.050000,0.000000,147.279999,2.960000,0.000000,-264.309998,-0.032765,0.008548,-0.015971,0.999299,-0.001100,0.000000,-0.007600
196,False,False,0.000000,0.000000,4.070000,0.000000,145.029999,2.960000,0.000000,-269.720001,-0.032771,0.008548,-0.016004,0.999298,-0.001000,0.000000,-0.007400
197,False,False,0.000000,0.000000,4.090000,0.000000,142.739990,2.960000,0.000000,-275.130005,-0.032776,0.008548,-0.016036,0.999297,-0.000900,0.000000,-0.007200
198,False,False,0.000000,0.000000,4.110000,0.000000,140.399994,2.960000,0.000000,-280.540009,-0.032782,0.008548,-0.016063,0.999297,-0.000800,0.000000,-0.007000
199,False,False,0.000000,0.000000,4.130000,0.000000,138.020004,2.960000,0.000000,-285.949982,-0.032787,0.008548,-0.016090,0.999296,-0.000700,0.000000,-0.006800
200,False,False,0.000000,0.000000,4.150000,0.000000,135.589996,2.960000,0.000000,-291.359985,-0.032787,0.008548,-0.016117,0.999296,-0.000600,0.000000,-0.006600
201,False,False,0.000000,0.000000,4.170000,0.000000,133.119995,2.960000,0.000000,-296.769989,-0.032787,0.008548,-0.016144,0.999295,-0.000500,0.000000,-0.006400
202,False,False,0.000000,0.000000,4.190000,0.000000,130.599991,2.960000,0.000000,-302.179993,-0.032787,0.008548,-0.016171,0.999295,-0.000400,0.000000,-0.006200
203,False,False,0.000000,0.000000,4.210000,0.000000,128.039993,2.960000,0.000000,-307.589996,-0.032787,0.008548,-0.016198,0.999295,-0.000300,0.000000,-0.006100
204,False,False,0.000000,0.000000,4.230000,0.000000,125.430000,2.960000,0.000000,-313.000000,-0.032787,0.008548,-0.016225,0.999294,-0.000200,0.000000,-0.006000
205,False,False,0.000000,0.000000,4.250000,0.000000,122.779999,2.960000,0.000000,-318.410004,-0.032787,0.008548,-0.016252,0.999294,-0.000100,0.000000,-0.005900
206,False,False,0.000000,0.000000,4.270000,0.000000,120.079994,2.960000,0.000000,-323.820007,-0.032787,0.008548,-0.016273,0.999293,0.000000,0.000000,-0.005800
207,False,False,0.000000,0.000000,4.290000,0.000000,117.339996,2.960000,0.000000,-329.229980,-0.032787,0.008548,-0.016295,0.999293,0.000000,0.000000,-0.005700
208,False,False,0.000000,0.000000,4.310000,0.000000,114.549995,2.960000,0.000000,-334.639984,-0.032787,0.008548,-0.016317,0.999293,0.000000,0.000000,-0.005600
209,False,False,0.000000,0.000000,4.330000,0.000000,111.720001,2.960000,0.000000,-340.049988,-0.032787,0.008548,-0.016338,0.999292,0.000000,0.000000,-0.005500
210,False,False,0.000000,0.000000,4.350000,0.000000,108.839996,2.960000,0.000000,-345.459991,-0.032787,0.008548,-0.016360,0.999292,0.000000,0.000000,-0.005400
211,False,False,0.000000,0.000000,4.370000,0.000000,105.919998,2.960000,0.000000,-350.869995,-0.032787,0.008548,-0.016381,0.999292,0.000000,0.000000,-0.005300
212,False,False,0.000000,0.000000,4.390000,0.000000,102.949997,2.960000,0.000000,-356.279999,-0.032787,0.008548,-0.016403,0.999291,0.000000,0.000000,-0.005200
213,False,False,0.000000,0.000000,4.410000,0.000000,99.939995,2.960000,0.000000,-361.690002,-0.032787,0.008548,-0.016425,0.999291,0.000000,0.000000,-0.005100
214,False,False,0.000000,0.000000,4.430000,0.000000,96.879997,2.960000,0.000000,-367.100006,-0.032787,0.008548,-0.016446,0.999290,0.000000,0.000000,-0.005000
215,False,False,0.000000,0.000000,4.450000,0.000000,93.779999,2.960000,0.000000,-372.509979,-0.032787,0.008548,-0.016468,0.999290,0.000000,0.000000,-0.004900
216,False,False,0.000000,0.000000,4.470000,0.000000,90.629997,2.960000,0.000000,-377.919983,-0.032787,0.008548,-0.016489,0.999290,0.000000,0.000000,-0.004800
217,False,False,0.000000,0.000000,4.490000,0.000000,87.439995,2.960000,0.000000,-383.329987,-0.032787,0.008548,-0.016511,0.999289,0.000000,0.000000,-0.004700
218,False,False,0.000000,0.000000,4.510000,0.000000,84.199997,2.960000,0.000000,-388.739990,-0.032787,0.008548,-0.016532,0.999289,0.000000,0.000000,-0.004600
219,False,False,0.000000,0.000000,4.530000,0.000000,80.919998,2.960000,0.000000,-394.149994,-0.032787,0.008548,-0.016549,0.999289,0.000000,0.000000,-0.004500
220,False,False,0.000000,0.000000,4.550000,0.000000,77.589996,2.960000,0.000000,-399.559998,-0.032787,0.008548,-0.016565,0.999288,0.000000,0.000000,-0.004400
221,False,False,0.000000,0.000000,4.570000,0.000000,74.220001,2.960000,0.000000,-404.970001,-0.032787,0.008548,-0.016581,0.999288,0.000000,0.000000,-0.004300
222,False,False,0.000000,0.000000,4.590000,0.000000,70.799995,2.960000,0.000000,-410.380005,-0.032787,0.008548,-0.016597,0.999288,0.000000,0.000000,-0.004200
223,False,False,0.000000,0.000000,4.610000,0.000000,67.339996,2.960000,0.000000,-415.789978,-0.032787,0.008548,-0.016613,0.999288,0.000000,0.000000,-0.004100
224,False,False,0.000000,0.000000,4.630000,0.000000,63.829998,2.960000,0.000000,-421.199982,-0.032787,0.008548,-0.016630,0.999287,0.000000,0.000000,-0.004000
225,False,False,0.000000,0.000000,4.650000,0.000000,60.270000,2.960000,0.000000,-426.609985,-0.032787,0.008548,-0.016646,0.999287,0.000000,0.000000,-0.003900
226,False,False,0.000000,0.000000,4.670000,0.000000,56.669998,2.960000,0.000000,-432.019989,-0.032787,0.008548,-0.016662,0.999287,0.000000,0.000000,-0.003800
227,False,False,0.000000,0.000000,4.690000,0.000000,53.020000,2.960000,0.000000,-437.429993,-0.032787,0.008548,-0.016678,0.999287,0.000000,0.000000,-0.003700
228,False,False,0.000000,0.000000,4.710000,0.000000,49.329998,2.960000,0.000000,-442.839996,-0.032787,0.008548,-0.016694,0.999286,0.000000,0.000000,-0.003600
229,False,False,0.000000,0.000000,4.730000,0.000000,45.590000,2.960000,0.000000,-448.250000,-0.032787,0.008548,-0.016710,0.999286,0.000000,0.000000,-0.003500
230,False,False,0.000000,0.000000,4.750000,0.000000,41.809998,2.960000,0.000000,-453.660004,-0.032787,0.008548,-0.016727,0.999286,0.000000,0.000000,-0.003400
231,False,False,0.000000,0.000000,4.770000,0.000000,37.980000,2.960000,0.000000,-459.069977,-0.032787,0.008548,-0.016743,0.999285,0.000000,0.000000,-0.003300
232,False,False,0.000000,0.000000,4.790000,0.000000,34.110001,1.970000,-0.410000,-450.059998,-0.032787,0.008548,-0.016754,0.999285,0.720900,0.305900,0.007900
233,False,False,0.000000,0.000000,4.810000,0.000000,30.289999,9.540000,-2.870000,-418.160004,-0.029809,0.009870,-0.016651,0.999368,1.498200,-0.118500,-0.061700
234,False,False,0.000000,0.000000,4.890000,-0.020000,26.740000,-5.000000,-7.360000,-363.690002,-0.023562,0.009487,-0.016861,0.999535,1.201700,-0.077900,-0.048400
235,False,False,0.000000,0.000000,4.850000,-0.080000,23.639999,-0.170000,-10.740000,-307.929993,-0.018550,0.009249,-0.017023,0.999640,0.971400,-0.048200,-0.000900
236,False,False,0.000000,0.000000,4.850000,-0.170000,21.010000,-0.830000,-11.130000,-252.989990,-0.014499,0.009120,-0.016991,0.999709,0.790300,-0.028200,0.001000
237,False,False,0.000000,0.000000,4.840000,-0.260000,18.830000,-0.300000,-11.349999,-200.500000,-0.011202,0.009061,-0.016959,0.999752,0.644400,-0.015000,0.001700
238,False,False,0.000000,0.000000,4.840000,-0.350000,17.090000,-0.250000,-11.210000,-92.879997,-0.008516,0.009044,-0.016926,0.999780,0.337400,-0.275000,0.005500
239,False,False,0.000000,0.000000,4.840000,-0.440000,16.250000,-5.800000,-10.610000,-31.170000,-0.007091,0.007922,-0.016899,0.999801,0.236000,-0.251300,0.003400
240,False,False,0.000000,0.000000,4.790000,-0.530000,15.920000,-3.800000,-9.990000,3.370000,-0.006088,0.006892,-0.016883,0.999815,0.194100,-0.155000,0.002000
241,False,False,0.000000,0.000000,4.760000,-0.610000,15.880000,-2.380000,-9.440000,21.619999,-0.005268,0.006261,-0.016872,0.999824,0.161100,-0.055000,0.001300
242,False,False,0.000000,0.000000,4.740000,-0.690000,15.990000,-0.760000,-9.010000,29.000000,-0.004594,0.006045,-0.016862,0.999829,0.117300,0.015900,0.001100
243,False,False,0.000000,0.000000,4.730000,-0.770000,16.160000,0.230000,-8.750000,31.219999,-0.004108,0.006120,-0.016856,0.999831,0.107500,0.033200,0.000700
244,False,False,0.000000,0.000000,4.730000,-0.840000,16.350000,0.330000,-8.410000,31.859999,-0.003660,0.006266,-0.016851,0.999832,0.099900,0.041200,0.000600
245,False,False,0.000000,0.000000,4.730000,-0.910000,16.549999,0.490000,-8.059999,31.480000,-0.003245,0.006444,-0.016845,0.999832,0.091300,0.044400,0.000600
246,False,False,0.000000,0.000000,4.730000,-0.980000,16.740000,0.540000,-7.700000,30.400000,-0.002867,0.006633,-0.016840,0.999832,0.082400,0.044500,0.000600
247,False,False,0.000000,0.000000,4.730000,-1.040000,16.930000,0.550000,-7.350000,28.930000,-0.002527,0.006822,-0.016835,0.999832,0.073900,0.042800,0.000600
248,False,False,0.000000,0.000000,4.730000,-1.100000,17.100000,0.530000,-7.010000,27.199999,-0.002220,0.007005,-0.016829,0.999831,0.065900,0.040000,0.000600
249,False,False,0.000000,0.000000,4.730000,-1.160000,17.260000,0.490000,-6.680000,25.400000,-0.001950,0.007178,-0.016824,0.999831,0.058600,0.036700,0.000600
250,False,False,0.000000,0.000000,4.730000,-1.220000,17.400000,0.440000,-6.370000,23.600000,-0.001707,0.007334,-0.016818,0.999830,0.052000,0.033200,0.000600
251,False,False,0.000000,0.000000,4.730000,-1.270000,17.529999,0.390000,-6.070000,21.879999,-0.001492,0.007475,-0.016813,0.999830,0.046000,0.029800,0.000500
252,False,False,0.000000,0.000000,4.730000,-1.320000,17.639999,0.340000,-5.790000,20.250000,-0.001303,0.007604,-0.016808,0.999829,0.040700,0.026500,0.000500
253,False,False,0.000000,0.000000,4.730000,-1.370000,17.740000,0.290000,-5.520000,18.760000,-0.001136,0.007717,-0.016802,0.999828,0.036000,0.023400,0.000500
254,False,False,0.000000,0.000000,4.730000,-1.420000,17.830000,0.250000,-5.270000,17.400000,-0.000990,0.007820,-0.016797,0.999828,0.031800,0.020600,0.000500
255,False,False,0.000000,0.000000,4.730000,-1.460000,17.910000,0.200000,-5.030000,16.170000,-0.000860,0.007906,-0.016791,0.999827,0.028100,0.018100,0.000400
256,False,False,0.000000,0.000000,4.730000,-1.500000,17.980000,0.170000,-4.810000,15.059999,-0.000747,0.007982,-0.016786,0.999827,0.024800,0.015900,0.000400
257,False,False,0.000000,0.000000,4.730000,-1.540000,18.039999,0.130000,-4.600000,14.059999,-0.000645,0.008052,-0.016786,0.999826,0.022000,0.014000,0.000400
258,False,False,0.000000,0.000000,4.730000,-1.580000,18.090000,0.130000,-3.880000,13.179999,-0.000553,0.008111,-0.016786,0.999826,0.019500,0.012200,0.001000
259,False,False,0.000000,0.000000,4.730000,-1.610000,18.129999,0.110000,-3.280000,12.420000,-0.000472,0.008165,-0.016781,0.999826,0.017200,0.010700,0.001000
260,False,False,0.000000,0.000000,4.730000,-1.640000,18.170000,0.100000,-2.770000,11.770000,-0.000402,0.008208,-0.016775,0.999825,0.015200,0.009300,0.000900
261,False,False,0.000000,0.000000,4.730000,-1.660000,18.199999,0.090000,-2.340000,11.190000,-0.000337,0.008246,-0.016770,0.999825,0.013400,0.008100,0.000700
262,False,False,0.000000,0.000000,4.730000,-1.680000,18.230000,0.080000,-1.980000,10.700000,-0.000283,0.008278,-0.016764,0.999825,0.011800,0.007100,0.000600
263,False,False,0.000000,0.000000,4.730000,-1.700000,18.250000,0.070000,-1.680000,10.270000,-0.000235,0.008311,-0.016759,0.999825,0.010500,0.006300,0.000500
264,False,False,0.000000,0.000000,4.730000,-1.710000,18.270000,0.070000,-1.420000,9.910000,-0.000192,0.008338,-0.016759,0.999825,0.009300,0.005500,0.000400
265,False,False,0.000000,0.000000,4.730000,-1.720000,18.279999,0.060000,-1.200000,9.599999,-0.000154,0.008359,-0.016759,0.999824,0.008200,0.004800,0.000300
266,False,False,0.000000,0.000000,4.730000,-1.730000,18.289999,0.050000,-1.020000,9.360000,-0.000121,0.008381,-0.016759,0.999824,0.007300,0.004200,0.000300
267,False,False,0.000000,0.000000,4.730000,-1.740000,18.299999,0.050000,-0.860000,9.170000,-0.000089,0.008397,-0.016759,0.999824,0.006500,0.003700,0.000200
268,False,False,0.000000,0.000000,4.730000,-1.750000,18.309999,0.040000,-0.730000,9.010000,-0.000062,0.008413,-0.016759,0.999824,0.005700,0.003300,0.000200
269,False,False,0.000000,0.000000,4.730000,-1.760000,18.320000,0.040000,-0.620000,8.870000,-0.000040,0.008429,-0.016759,0.999824,0.005000,0.002900,0.000100
270,False,False,0.000000,0.000000,4.730000,-1.770000,18.330000,0.030000,-0.530000,8.740000,-0.000019,0.008440,-0.016759,0.999824,0.004400,0.002500,0.000100
271,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.030000,-0.450000,8.610000,-0.000003,0.008451,-0.016759,0.999824,0.003900,0.002200,0.000100
272,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.020000,-0.380000,8.490000,0.000013,0.008462,-0.016759,0.999824,0.003500,0.001900,0.000100
273,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.020000,-0.320000,8.410000,0.000030,0.008473,-0.016759,0.999824,0.003100,0.001700,0.000000
274,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.020000,-0.270000,8.360000,0.000040,0.008478,-0.016759,0.999823,0.002700,0.001400,0.000000
275,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.010000,-0.230000,8.330000,0.000051,0.008483,-0.016759,0.999824,0.002400,0.001200,0.000000
276,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.010000,-0.190000,8.309999,0.000062,0.008489,-0.016759,0.999823,0.002100,0.001100,0.000000
277,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.010000,-0.160000,8.300000,0.000073,0.008494,-0.016759,0.999823,0.001900,0.001000,0.000000
278,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.010000,-0.130000,8.290000,0.000078,0.008500,-0.016759,0.999823,0.001700,0.000900,0.000000
279,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.010000,-0.110000,8.290000,0.000084,0.008505,-0.016759,0.999823,0.001500,0.000700,0.000000
280,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.010000,-0.090000,8.290000,0.000089,0.008510,-0.016759,0.999823,0.001300,0.000600,0.000000
281,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,-0.070000,8.290000,0.000094,0.008510,-0.016759,0.999823,0.001200,0.000500,0.000000
282,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,-0.060000,8.290000,0.000100,0.008510,-0.016759,0.999823,0.001100,0.000400,0.000000
283,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,-0.050000,8.290000,0.000105,0.008510,-0.016759,0.999823,0.001000,0.000400,0.000000
284,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,-0.040000,8.290000,0.000111,0.008510,-0.016759,0.999823,0.000900,0.000400,0.000000
285,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,-0.030000,8.290000,0.000116,0.008510,-0.016759,0.999823,0.000700,0.000400,0.000000
286,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,-0.020000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000600,0.000400,0.000000
287,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,-0.010000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000500,0.000400,0.000000
288,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,-0.010000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
289,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
290,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
291,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
292,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
293,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
294,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
295,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
296,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
297,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
298,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
299,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
300,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
301,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
302,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
303,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
304,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
305,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
306,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
307,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
308,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
309,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
310,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
311,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
312,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
313,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
314,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
315,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
316,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
317,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
318,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
319,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
320,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
321,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
322,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
323,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
324,False,False,0.000000,0.000000,4.730000,-1.770000,18.340000,0.000000,0.000000,8.290000,0.000121,0.008510,-0.016759,0.999823,0.000400,0.000400,0.000000
